age,'workclass','fnlwgt','education','education-num','marital-status','occupation','relationship','race','sex','capital-gain','capital-loss','hours-per-week','native-country','income'
27,'Private',168827,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
22,'Private',213902,'HS-grad',9,'Never-married','Adm-clerical','Unmarried','White','Female',0,0,40,'Mexico','<=50K'
24,'Private',136687,'HS-grad',9,'Separated','Machine-op-inspct','Unmarried','Other','Female',0,0,40,'United-States','<=50K'
32,'Self-emp-inc',108467,'Bachelors',13,'Never-married','Exec-managerial','Not-in-family','White','Male',0,0,55,'United-States','<=50K'
34,'Private',290763,'HS-grad',9,'Divorced','Handlers-cleaners','Own-child','White','Female',0,0,40,'United-States','<=50K'
31,'Private',159737,'HS-grad',9,'Never-married','Sales','Unmarried','Black','Female',0,0,58,'United-States','<=50K'
42,'Private',181265,'Assoc-voc',11,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,48,'United-States','<=50K'
34,'Private',180284,'Some-college',10,'Married-civ-spouse','Handlers-cleaners','Husband','White','Male',0,0,50,'United-States','<=50K'
26,'Private',337940,'5th-6th',3,'Never-married','Transport-moving','Not-in-family','White','Male',0,0,40,'Mexico','<=50K'
33,'Private',259931,'11th',7,'Separated','Machine-op-inspct','Other-relative','White','Male',0,0,30,'United-States','<=50K'
28,'Private',274690,'Bachelors',13,'Never-married','Adm-clerical','Not-in-family','White','Male',0,0,45,'United-States','<=50K'
42,'Private',175133,'Some-college',10,'Never-married','Machine-op-inspct','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
30,'Private',211028,'HS-grad',9,'Never-married','Adm-clerical','Not-in-family','White','Female',0,0,45,'United-States','<=50K'
24,'Private',114230,'HS-grad',9,'Never-married','Sales','Other-relative','White','Male',0,0,40,'United-States','<=50K'
34,'Private',379412,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,50,'United-States','<=50K'
51,'Local-gov',182985,'HS-grad',9,'Married-civ-spouse','Adm-clerical','Wife','White','Female',0,0,40,'United-States','<=50K'
53,'Private',124963,'HS-grad',9,'Divorced','Handlers-cleaners','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
38,'Private',108907,'HS-grad',9,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
22,'Private',279901,'HS-grad',9,'Married-civ-spouse','Other-service','Own-child','Black','Male',0,0,40,'United-States','<=50K'
35,'Private',54159,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,38,'United-States','<=50K'
18,'Private',348588,'12th',8,'Never-married','Prof-specialty','Own-child','Black','Male',0,0,25,'United-States','<=50K'
35,'Private',298635,'Bachelors',13,'Never-married','Sales','Not-in-family','Asian-Pac-Islander','Male',0,0,50,'United-States','<=50K'
31,'Private',326862,'Some-college',10,'Divorced','Craft-repair','Own-child','Black','Male',0,0,40,'United-States','<=50K'
40,'Private',204046,'10th',6,'Divorced','Transport-moving','Own-child','White','Male',0,0,40,'United-States','<=50K'
33,'Private',362747,'Some-college',10,'Never-married','Other-service','Not-in-family','Black','Female',0,0,35,'United-States','<=50K'
45,'Private',158685,'HS-grad',9,'Separated','Sales','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
22,'Private',41763,'Some-college',10,'Never-married','Other-service','Not-in-family','White','Male',0,0,25,'United-States','<=50K'
20,'Private',37932,'HS-grad',9,'Never-married','Other-service','Own-child','White','Male',0,0,50,'United-States','<=50K'
30,'Private',285902,'Assoc-acdm',12,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
40,'Private',220609,'Some-college',10,'Divorced','Exec-managerial','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
22,'Private',289984,'Some-college',10,'Never-married','Prof-specialty','Not-in-family','Black','Female',0,0,25,'United-States','<=50K'
40,'Self-emp-not-inc',107762,'Bachelors',13,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,45,'United-States','<=50K'
57,'Private',139290,'HS-grad',9,'Divorced','Other-service','Not-in-family','White','Male',0,0,38,'United-States','<=50K'
27,'Private',69757,'Some-college',10,'Never-married','Adm-clerical','Not-in-family','White','Female',0,0,60,'United-States','<=50K'
38,'Private',186934,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
44,'Private',204235,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,40,'United-States','<=50K'
22,'Private',102632,'HS-grad',9,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,41,'United-States','<=50K'
49,'Private',242987,'Bachelors',13,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,40,'Columbia','<=50K'
30,'Local-gov',83066,'HS-grad',9,'Married-civ-spouse','Other-service','Husband','Black','Male',0,0,40,'United-States','<=50K'
63,'Private',145212,'HS-grad',9,'Divorced','Exec-managerial','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
40,'Private',183765,'HS-grad',9,'Married-civ-spouse','Other-service','Husband','White','Male',0,0,40,'United-States','<=50K'
37,'Private',389725,'12th',8,'Divorced','Craft-repair','Own-child','White','Male',0,0,35,'United-States','<=50K'
40,'Private',72791,'Some-college',10,'Never-married','Craft-repair','Own-child','Black','Male',0,0,40,'United-States','<=50K'
62,'Private',88055,'Bachelors',13,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
36,'Private',133974,'Assoc-voc',11,'Divorced','Sales','Unmarried','White','Female',0,0,40,'United-States','<=50K'
64,'Self-emp-inc',142166,'Bachelors',13,'Divorced','Sales','Not-in-family','White','Male',0,0,45,'United-States','<=50K'
30,'Private',299507,'Assoc-acdm',12,'Separated','Other-service','Unmarried','White','Female',0,0,40,'United-States','<=50K'
44,'Private',271792,'Bachelors',13,'Married-spouse-absent','Exec-managerial','Unmarried','White','Female',0,0,40,'United-States','<=50K'
22,'Private',267174,'HS-grad',9,'Never-married','Handlers-cleaners','Own-child','Black','Male',0,0,40,'United-States','<=50K'
47,'Private',308242,'HS-grad',9,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,40,'United-States','<=50K'
42,'Private',318947,'HS-grad',9,'Divorced','Machine-op-inspct','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
52,'Private',42924,'12th',8,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,45,'United-States','<=50K'
28,'Private',375655,'Bachelors',13,'Never-married','Sales','Unmarried','White','Male',0,0,50,'United-States','<=50K'
36,'Private',185360,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,60,'United-States','<=50K'
45,'State-gov',305739,'Some-college',10,'Divorced','Adm-clerical','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
53,'Local-gov',293941,'Bachelors',13,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,40,'United-States','<=50K'
31,'Private',147654,'HS-grad',9,'Never-married','Exec-managerial','Own-child','White','Male',0,0,40,'United-States','<=50K'
55,'Federal-gov',146477,'Some-college',10,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,45,'United-States','<=50K'
33,'Federal-gov',177945,'HS-grad',9,'Married-civ-spouse','Adm-clerical','Husband','Black','Male',0,0,40,'United-States','<=50K'
45,'Private',210875,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
31,'Private',73585,'Assoc-voc',11,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,45,'United-States','<=50K'
30,'Private',284395,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,50,'United-States','<=50K'
26,'Private',94652,'Some-college',10,'Never-married','Craft-repair','Own-child','Amer-Indian-Eskimo','Male',0,0,40,'United-States','<=50K'
26,'Self-emp-inc',242651,'Some-college',10,'Never-married','Sales','Not-in-family','White','Male',0,0,48,'United-States','<=50K'
38,'Private',472604,'Bachelors',13,'Married-civ-spouse','Other-service','Husband','White','Male',0,0,35,'Mexico','<=50K'
51,'Private',152596,'HS-grad',9,'Married-civ-spouse','Protective-serv','Husband','White','Male',0,0,40,'United-States','<=50K'
39,'Private',78171,'Some-college',10,'Married-spouse-absent','Adm-clerical','Unmarried','Amer-Indian-Eskimo','Female',0,0,40,'United-States','<=50K'
20,'Private',39477,'Some-college',10,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,30,'United-States','<=50K'
47,'Federal-gov',31339,'Some-college',10,'Married-civ-spouse','Adm-clerical','Husband','White','Male',0,0,40,'United-States','<=50K'
32,'Self-emp-not-inc',203408,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,44,'United-States','<=50K'
54,'Self-emp-not-inc',212165,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,60,'United-States','<=50K'
37,'Private',176014,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,50,'United-States','<=50K'
27,'Federal-gov',38645,'Bachelors',13,'Never-married','Exec-managerial','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
26,'Private',91683,'10th',6,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,35,'United-States','<=50K'
28,'State-gov',119793,'Some-college',10,'Married-civ-spouse','Protective-serv','Husband','White','Male',0,0,40,'United-States','<=50K'
70,'Private',315868,'Bachelors',13,'Divorced','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
39,'Local-gov',357173,'Assoc-acdm',12,'Divorced','Prof-specialty','Not-in-family','White','Male',0,0,59,'United-States','<=50K'
21,'Private',162228,'Some-college',10,'Never-married','Adm-clerical','Own-child','White','Male',0,0,40,'United-States','<=50K'
28,'Private',183155,'Bachelors',13,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,55,'United-States','<=50K'
56,'Private',182273,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
54,'Private',227832,'Some-college',10,'Married-civ-spouse','Adm-clerical','Husband','White','Male',0,0,40,'United-States','<=50K'
55,'Private',199713,'9th',5,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,48,'United-States','<=50K'
73,'Private',349347,'7th-8th',4,'Married-civ-spouse','Handlers-cleaners','Husband','White','Male',0,0,25,'United-States','<=50K'
59,'Federal-gov',176317,'10th',6,'Divorced','Other-service','Not-in-family','White','Female',0,0,37,'United-States','<=50K'
40,'Local-gov',108765,'Assoc-voc',11,'Never-married','Exec-managerial','Unmarried','Amer-Indian-Eskimo','Female',0,0,40,'United-States','<=50K'
26,'Private',133756,'HS-grad',9,'Divorced','Farming-fishing','Not-in-family','Asian-Pac-Islander','Male',0,0,40,'Philippines','<=50K'
29,'Private',153167,'Some-college',10,'Never-married','Prof-specialty','Own-child','Black','Female',0,0,40,'United-States','<=50K'
43,'Private',182254,'Some-college',10,'Divorced','Prof-specialty','Unmarried','White','Female',0,0,40,'United-States','<=50K'
50,'Federal-gov',222020,'HS-grad',9,'Married-civ-spouse','Adm-clerical','Husband','White','Male',0,0,48,'United-States','<=50K'
29,'Private',146719,'HS-grad',9,'Never-married','Transport-moving','Not-in-family','White','Female',0,0,45,'United-States','<=50K'
71,'Local-gov',229110,'HS-grad',9,'Widowed','Exec-managerial','Other-relative','White','Female',0,0,33,'United-States','<=50K'
20,'Private',39615,'Some-college',10,'Never-married','Craft-repair','Own-child','White','Male',0,0,40,'United-States','<=50K'
22,'Private',283969,'HS-grad',9,'Never-married','Machine-op-inspct','Own-child','White','Male',0,0,40,'Mexico','<=50K'
25,'Private',109609,'Some-college',10,'Never-married','Other-service','Not-in-family','White','Male',0,0,25,'United-States','<=50K'
27,'Private',130438,'HS-grad',9,'Never-married','Machine-op-inspct','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
24,'Private',190290,'Assoc-voc',11,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,45,'United-States','<=50K'
37,'Private',70282,'Assoc-acdm',12,'Never-married','Sales','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
30,'Private',141118,'Assoc-voc',11,'Never-married','Adm-clerical','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
32,'Private',226883,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'Germany','<=50K'
39,'Private',65027,'Some-college',10,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,43,'United-States','<=50K'
29,'Private',367706,'Some-college',10,'Never-married','Adm-clerical','Own-child','Black','Male',0,0,40,'United-States','<=50K'
22,'Private',140001,'Bachelors',13,'Never-married','Adm-clerical','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
60,'Private',308608,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,50,'United-States','<=50K'
27,'State-gov',122660,'Bachelors',13,'Never-married','Prof-specialty','Own-child','Black','Female',0,0,40,'United-States','<=50K'
47,'Local-gov',200808,'12th',8,'Married-civ-spouse','Adm-clerical','Husband','White','Male',0,0,35,'Puerto-Rico','<=50K'
47,'Private',110669,'Bachelors',13,'Separated','Prof-specialty','Unmarried','White','Female',0,0,50,'United-States','<=50K'
33,'Private',188661,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,50,'United-States','<=50K'
47,'Private',503454,'12th',8,'Never-married','Adm-clerical','Other-relative','Black','Female',0,0,40,'United-States','<=50K'
49,'Private',52590,'HS-grad',9,'Never-married','Prof-specialty','Not-in-family','Black','Male',0,0,40,'United-States','<=50K'
51,'Private',173987,'9th',5,'Married-civ-spouse','Sales','Husband','White','Male',0,0,40,'United-States','<=50K'
38,'Private',123031,'HS-grad',9,'Married-civ-spouse','Adm-clerical','Husband','Asian-Pac-Islander','Male',0,0,48,'Trinadad&Tobago','<=50K'
41,'Private',102332,'HS-grad',9,'Divorced','Sales','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
42,'Private',180032,'Masters',14,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
72,'Private',205343,'11th',7,'Widowed','Adm-clerical','Unmarried','White','Female',0,0,40,'United-States','<=50K'
21,'Private',414812,'7th-8th',4,'Never-married','Craft-repair','Own-child','White','Male',0,0,40,'United-States','<=50K'
31,'Private',121308,'11th',7,'Never-married','Other-service','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
29,'Private',115677,'Bachelors',13,'Never-married','Prof-specialty','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
34,'Private',81206,'HS-grad',9,'Divorced','Handlers-cleaners','Not-in-family','Black','Male',0,0,40,'United-States','<=50K'
31,'Private',209538,'10th',6,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
44,'Local-gov',277144,'Bachelors',13,'Never-married','Prof-specialty','Own-child','White','Male',0,0,60,'United-States','<=50K'
25,'Private',109419,'HS-grad',9,'Never-married','Adm-clerical','Own-child','White','Female',0,0,40,'United-States','<=50K'
20,'State-gov',178517,'Some-college',10,'Never-married','Farming-fishing','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
50,'Private',193884,'7th-8th',4,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'Ecuador','<=50K'
73,'Self-emp-not-inc',241121,'7th-8th',4,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,40,'United-States','<=50K'
24,'Private',417668,'Bachelors',13,'Never-married','Prof-specialty','Own-child','White','Male',0,0,30,'United-States','<=50K'
70,'Private',306563,'HS-grad',9,'Married-civ-spouse','Prof-specialty','Husband','White','Male',0,0,40,'United-States','<=50K'
24,'Private',22966,'Bachelors',13,'Married-civ-spouse','Sales','Husband','White','Male',0,0,45,'United-States','<=50K'
59,'Private',170988,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,55,'United-States','<=50K'
34,'Private',107624,'Some-college',10,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,50,'United-States','<=50K'
21,'Private',206492,'HS-grad',9,'Never-married','Sales','Own-child','White','Female',0,0,40,'United-States','<=50K'
50,'Private',128814,'HS-grad',9,'Divorced','Other-service','Unmarried','White','Female',0,0,25,'United-States','<=50K'
29,'Private',423158,'Some-college',10,'Never-married','Tech-support','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
45,'Private',204205,'7th-8th',4,'Divorced','Machine-op-inspct','Not-in-family','White','Male',0,0,48,'United-States','<=50K'
31,'Federal-gov',142470,'Bachelors',13,'Never-married','Exec-managerial','Not-in-family','Black','Female',0,0,40,'United-States','<=50K'
53,'Private',251675,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'El-Salvador','<=50K'
46,'Private',182689,'Some-college',10,'Married-civ-spouse','Sales','Husband','White','Male',0,0,40,'United-States','<=50K'
33,'Private',229051,'Some-college',10,'Never-married','Prof-specialty','Not-in-family','White','Male',0,0,52,'United-States','<=50K'
21,'Private',165107,'Some-college',10,'Never-married','Priv-house-serv','Own-child','White','Female',0,0,40,'United-States','<=50K'
45,'Private',190115,'Assoc-acdm',12,'Divorced','Exec-managerial','Unmarried','White','Male',0,0,40,'United-States','<=50K'
18,'Private',27780,'HS-grad',9,'Never-married','Sales','Own-child','White','Female',0,0,25,'United-States','<=50K'
33,'Private',161745,'Assoc-voc',11,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,45,'United-States','<=50K'
49,'Self-emp-not-inc',130206,'HS-grad',9,'Divorced','Other-service','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
42,'Local-gov',318046,'11th',7,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,40,'United-States','<=50K'
43,'Private',208613,'Bachelors',13,'Separated','Tech-support','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
63,'Private',158199,'1st-4th',2,'Widowed','Machine-op-inspct','Unmarried','White','Female',0,0,44,'Portugal','<=50K'
50,'Local-gov',320386,'Assoc-acdm',12,'Divorced','Prof-specialty','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
37,'Private',179671,'HS-grad',9,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
51,'Private',99987,'10th',6,'Separated','Machine-op-inspct','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
33,'Private',97939,'Assoc-acdm',12,'Divorced','Machine-op-inspct','Not-in-family','White','Female',0,0,42,'United-States','<=50K'
18,'Private',245199,'Some-college',10,'Never-married','Other-service','Own-child','White','Male',0,0,40,'United-States','<=50K'
57,'Private',195876,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
47,'Federal-gov',99549,'Some-college',10,'Divorced','Adm-clerical','Unmarried','Black','Female',0,0,40,'United-States','<=50K'
51,'Private',201127,'HS-grad',9,'Divorced','Sales','Not-in-family','White','Male',0,0,45,'United-States','<=50K'
18,'Private',156874,'12th',8,'Never-married','Other-service','Own-child','White','Male',0,0,27,'United-States','<=50K'
31,'Private',225507,'Assoc-voc',11,'Never-married','Other-service','Unmarried','White','Female',0,0,40,'United-States','<=50K'
37,'Private',174503,'Bachelors',13,'Widowed','Prof-specialty','Not-in-family','White','Female',0,0,50,'United-States','<=50K'
48,'Private',280422,'Some-college',10,'Separated','Other-service','Not-in-family','White','Female',0,0,25,'Peru','<=50K'
25,'Private',308144,'Bachelors',13,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,40,'Mexico','<=50K'
20,'Private',197997,'HS-grad',9,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
25,'Private',160445,'HS-grad',9,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
23,'Private',62278,'HS-grad',9,'Never-married','Craft-repair','Unmarried','White','Male',0,0,40,'United-States','<=50K'
19,'Private',299050,'11th',7,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,60,'United-States','<=50K'
38,'Local-gov',282753,'Assoc-voc',11,'Divorced','Exec-managerial','Own-child','White','Male',0,0,40,'United-States','<=50K'
25,'Private',240676,'Some-college',10,'Divorced','Tech-support','Own-child','White','Female',0,0,40,'United-States','<=50K'
39,'Private',182828,'Masters',14,'Never-married','Exec-managerial','Not-in-family','White','Female',0,0,45,'United-States','<=50K'
23,'Private',214635,'HS-grad',9,'Never-married','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
59,'Federal-gov',115389,'Some-college',10,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,36,'United-States','<=50K'
44,'Self-emp-not-inc',567788,'5th-6th',3,'Married-civ-spouse','Farming-fishing','Husband','White','Male',0,0,40,'Mexico','<=50K'
25,'Private',233461,'Assoc-acdm',12,'Never-married','Tech-support','Not-in-family','White','Male',0,0,30,'United-States','<=50K'
34,'Private',183811,'Some-college',10,'Never-married','Handlers-cleaners','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
49,'Private',93639,'Bachelors',13,'Married-civ-spouse','Exec-managerial','Wife','White','Female',0,0,43,'United-States','<=50K'
38,'Self-emp-not-inc',357962,'9th',5,'Divorced','Craft-repair','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
25,'Private',374163,'HS-grad',9,'Married-spouse-absent','Farming-fishing','Not-in-family','Other','Male',0,0,40,'Mexico','<=50K'
40,'Private',173321,'HS-grad',9,'Married-civ-spouse','Other-service','Wife','Black','Female',0,0,32,'United-States','<=50K'
26,'Private',192302,'Some-college',10,'Married-civ-spouse','Exec-managerial','Wife','White','Female',0,0,25,'United-States','<=50K'
44,'Private',197389,'HS-grad',9,'Married-spouse-absent','Machine-op-inspct','Unmarried','White','Female',0,0,40,'United-States','<=50K'
25,'Private',210184,'11th',7,'Separated','Craft-repair','Own-child','White','Male',0,0,40,'United-States','<=50K'
38,'Private',252947,'Some-college',10,'Married-civ-spouse','Handlers-cleaners','Husband','Black','Male',0,0,40,'United-States','<=50K'
53,'Private',196278,'Some-college',10,'Widowed','Sales','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
39,'Private',108540,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,40,'United-States','<=50K'
17,'Private',231439,'11th',7,'Never-married','Handlers-cleaners','Own-child','White','Male',0,0,30,'United-States','<=50K'
67,'Private',53588,'HS-grad',9,'Widowed','Prof-specialty','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
47,'Private',102771,'7th-8th',4,'Married-civ-spouse','Handlers-cleaners','Husband','White','Male',0,0,40,'Portugal','<=50K'
24,'Private',52262,'HS-grad',9,'Never-married','Machine-op-inspct','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
33,'Private',55176,'7th-8th',4,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
20,'Private',224217,'HS-grad',9,'Never-married','Transport-moving','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
33,'Private',259301,'Some-college',10,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,41,'United-States','<=50K'
41,'Private',58124,'HS-grad',9,'Married-civ-spouse','Other-service','Husband','White','Male',0,0,40,'United-States','<=50K'
30,'Private',110643,'Some-college',10,'Never-married','Exec-managerial','Not-in-family','White','Male',0,0,52,'United-States','<=50K'
36,'Local-gov',175255,'HS-grad',9,'Married-civ-spouse','Other-service','Wife','White','Female',0,0,35,'United-States','<=50K'
35,'Private',169638,'Some-college',10,'Divorced','Sales','Unmarried','White','Female',0,0,36,'United-States','<=50K'
51,'Private',328947,'Some-college',10,'Widowed','Adm-clerical','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
31,'Federal-gov',281540,'Assoc-acdm',12,'Married-civ-spouse','Tech-support','Husband','White','Male',0,0,45,'United-States','<=50K'
39,'Private',214117,'Some-college',10,'Divorced','Craft-repair','Unmarried','Black','Male',0,0,40,'United-States','<=50K'
26,'Private',195555,'Bachelors',13,'Never-married','Sales','Not-in-family','White','Female',0,0,40,'United-States','<=50K'
81,'Private',162882,'HS-grad',9,'Divorced','Prof-specialty','Not-in-family','White','Female',0,0,35,'United-States','<=50K'
28,'Private',60288,'HS-grad',9,'Never-married','Adm-clerical','Own-child','White','Female',0,0,40,'United-States','<=50K'
19,'Private',104830,'7th-8th',4,'Never-married','Transport-moving','Unmarried','White','Male',0,0,25,'Guatemala','<=50K'
34,'Self-emp-not-inc',123429,'HS-grad',9,'Married-civ-spouse','Sales','Husband','White','Male',0,0,60,'United-States','<=50K'
31,'Private',317761,'Bachelors',13,'Never-married','Prof-specialty','Not-in-family','White','Male',0,0,40,'United-States','<=50K'
35,'Private',335704,'Assoc-acdm',12,'Married-civ-spouse','Sales','Husband','White','Male',0,0,60,'United-States','<=50K'
27,'Private',93206,'Some-college',10,'Never-married','Handlers-cleaners','Own-child','Asian-Pac-Islander','Male',0,0,40,'United-States','<=50K'
41,'Private',223934,'Assoc-acdm',12,'Divorced','Adm-clerical','Unmarried','White','Female',0,0,38,'United-States','<=50K'
31,'Private',402361,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
37,'Private',163199,'Some-college',10,'Divorced','Tech-support','Not-in-family','Amer-Indian-Eskimo','Female',0,0,40,'United-States','<=50K'
52,'Private',286342,'HS-grad',9,'Divorced','Machine-op-inspct','Not-in-family','White','Female',0,0,38,'United-States','<=50K'
32,'Self-emp-inc',195447,'Bachelors',13,'Married-civ-spouse','Sales','Husband','White','Male',0,0,45,'United-States','<=50K'
31,'Private',159979,'Some-college',10,'Never-married','Sales','Not-in-family','Asian-Pac-Islander','Female',0,0,50,'United-States','<=50K'
29,'Private',29974,'HS-grad',9,'Married-civ-spouse','Craft-repair','Husband','White','Male',0,0,40,'United-States','<=50K'
18,'Private',256005,'HS-grad',9,'Never-married','Other-service','Own-child','White','Male',0,0,40,'United-States','<=50K'
18,'Private',252046,'HS-grad',9,'Never-married','Prof-specialty','Own-child','White','Female',0,0,30,'United-States','<=50K'
36,'Private',106964,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
56,'Private',172364,'HS-grad',9,'Married-civ-spouse','Machine-op-inspct','Husband','White','Male',0,0,40,'United-States','<=50K'
31,'Self-emp-inc',41493,'Bachelors',13,'Never-married','Farming-fishing','Not-in-family','White','Female',0,0,45,'United-States','<=50K'
39,'Private',211154,'Bachelors',13,'Married-civ-spouse','Tech-support','Husband','White','Male',0,0,50,'United-States','<=50K'
40,'Federal-gov',171231,'Bachelors',13,'Never-married','Adm-clerical','Not-in-family','White','Male',0,0,40,'Puerto-Rico','<=50K'
24,'Private',208882,'HS-grad',9,'Never-married','Craft-repair','Not-in-family','Black','Male',0,0,40,'United-States','<=50K'
41,'Self-emp-not-inc',126094,'HS-grad',9,'Married-civ-spouse','Exec-managerial','Husband','White','Male',0,0,38,'United-States','<=50K'
27,'Private',176683,'Assoc-voc',11,'Married-civ-spouse','Other-service','Husband','White','Male',0,0,60,'United-States','<=50K'
45,'State-gov',319666,'Prof-school',15,'Divorced','Prof-specialty','Unmarried','White','Female',0,0,43,'United-States','<=50K'
59,'State-gov',268700,'HS-grad',9,'Married-civ-spouse','Other-service','Husband','White','Male',0,0,40,'United-States','<=50K'
31,'Private',203488,'HS-grad',9,'Married-civ-spouse','Handlers-cleaners','Husband','White','Male',0,0,40,'United-States','<=50K'
41,'Private',307468,'HS-grad',9,'Married-civ-spouse','Transport-moving','Husband','White','Male',0,0,50,'United-States','<=50K'
37,'Private',61778,'Bachelors',13,'Never-married','Farming-fishing','Not-in-family','White','Male',0,0,30,'United-States','<=50K'
42,'Self-emp-not-inc',222978,'Doctorate',16,'Never-married','Prof-specialty','Not-in-family','White','Female',0,0,45,'United-States','<=50K'
